customer_id,tenure,contract_type,payment_method,paperless_billing,senior_citizen,monthly_charges,total_charges,num_products,tech_support,online_security,streaming_tv,internet_service,customer_service_calls,avg_monthly_gb_download,churn
CUST01431,14.0,Month-to-Month,Electronic Check,1,1,46.33683637673404,597.2720553901788,1,0,1,1,Fiber Optic,3,16.36737810419701,0
CUST01432,13.0,Month-to-Month,Credit Card,0,0,29.37824581436071,446.22543990899203,1,1,1,0,DSL,0,0.8261856233792585,0
CUST01433,41.0,Two Year,Credit Card,1,0,30.479887705768608,1315.0716319069334,6,1,0,0,Fiber Optic,7,15.185245297670802,0
CUST01434,24.0,One Year,Electronic Check,1,1,18.0,526.2475270264074,6,1,0,1,Fiber Optic,8,6.04163958054498,1
CUST01435,8.0,Month-to-Month,Bank Transfer,0,0,18.0,60.97606798211359,1,1,0,1,DSL,2,0.8892959166711011,0
CUST01436,31.0,Month-to-Month,Mailed Check,0,0,18.0,517.5685605350667,4,0,0,0,DSL,1,9.209972870091663,0
CUST01437,48.0,Month-to-Month,Credit Card,1,0,46.71650022422938,2254.9343947922193,3,0,0,1,DSL,2,0.904280117501776,0
CUST01438,23.0,Two Year,Mailed Check,1,0,18.0,414.24182023985003,4,0,1,0,DSL,3,14.378182886822561,0
CUST01439,69.0,One Year,Mailed Check,0,0,30.95194335586927,2113.20623129821,6,0,1,1,No,8,1.6292867190443494,0
CUST01440,57.0,Month-to-Month,Electronic Check,0,0,25.38596886439353,1404.1905596157117,4,0,1,0,No,9,11.921276823473367,0
CUST01441,37.0,Two Year,Credit Card,1,0,18.0,616.1137660519728,2,1,0,1,DSL,1,1.0728253275718451,0
CUST01442,68.0,Two Year,Electronic Check,1,0,18.0,1325.3075964039872,3,0,1,0,DSL,9,15.545681404541954,1
CUST01443,32.0,Two Year,Credit Card,0,0,18.0,504.6505314789731,6,1,1,0,Fiber Optic,8,8.685964410324292,0
CUST01444,11.0,Month-to-Month,Electronic Check,0,0,21.443645951929255,158.00459209743082,1,1,0,0,No,8,12.462462404299819,1
CUST01445,3.0,Month-to-Month,Bank Transfer,0,0,22.317114708528763,7.541869498303633,5,0,1,1,Fiber Optic,4,7.04809110349462,1
CUST01446,68.0,One Year,Mailed Check,1,0,18.0,1233.6103558442885,3,0,0,1,Fiber Optic,1,4.482886257362803,0
CUST01447,70.0,Month-to-Month,Electronic Check,1,0,28.701260137846685,1995.4364996600298,3,0,0,0,Fiber Optic,0,6.514378270130724,0
CUST01448,54.0,One Year,Electronic Check,1,0,50.97970224596855,2773.585367612663,1,1,1,0,Fiber Optic,9,4.41472311875947,0
CUST01449,8.0,One Year,Electronic Check,1,0,43.91854436969078,316.0145657045062,1,0,1,1,Fiber Optic,1,2.244395750754882,0
CUST01450,22.0,Month-to-Month,Bank Transfer,1,0,26.27253288176604,582.3995081118336,3,0,1,0,DSL,4,3.669973160115924,1
CUST01451,3.0,Month-to-Month,Bank Transfer,1,0,26.793308816357477,84.61800797786974,4,1,1,0,DSL,2,6.420309082889917,0
CUST01452,4.0,Month-to-Month,Electronic Check,0,0,35.5270630573739,220.84718160028558,1,1,1,0,Fiber Optic,8,17.837978650901935,1
CUST01453,18.0,Month-to-Month,Mailed Check,0,0,29.610358862010393,621.9368277143645,4,0,1,1,DSL,6,42.283692564315885,0
CUST01454,42.0,One Year,Electronic Check,1,0,30.55315175346817,1275.6851069522706,6,1,1,1,DSL,0,2.340573493755124,0
CUST01455,5.0,One Year,Bank Transfer,0,0,25.036223858480675,167.9278391171262,3,0,0,0,DSL,5,58.513233771172146,1
CUST01456,71.0,Month-to-Month,Credit Card,1,0,27.310674965563802,1947.176323991799,5,1,1,0,DSL,0,5.622522962959347,0
CUST01457,33.0,One Year,Credit Card,1,0,18.0,632.5378453524468,3,1,0,0,DSL,9,9.238086689001701,0
CUST01458,19.0,Month-to-Month,Credit Card,0,0,31.141522237286452,610.9318626058013,1,0,1,0,Fiber Optic,5,44.630479384560054,1
CUST01459,38.0,One Year,Electronic Check,1,1,18.0,720.796330549592,4,1,1,1,No,9,20.592560599331218,0
CUST01460,57.0,Month-to-Month,Electronic Check,1,1,29.677895873635414,1734.293664202783,1,1,0,0,DSL,6,6.66388300162611,1
CUST01461,23.0,One Year,Credit Card,1,0,18.0,435.2287976219296,3,0,0,0,Fiber Optic,3,22.76775321668717,0
CUST01462,4.0,One Year,Electronic Check,0,0,24.68997336687525,105.59880157411892,2,1,0,0,Fiber Optic,3,6.085786875035433,0
CUST01463,4.0,Month-to-Month,Electronic Check,1,0,18.0,124.14101687127867,5,0,0,1,Fiber Optic,3,0.6756641686164673,1
CUST01464,62.0,One Year,Electronic Check,1,0,39.87527518531005,2465.53467829389,1,0,1,0,DSL,3,28.997730839062566,0
CUST01465,9.0,Two Year,Bank Transfer,1,0,22.04664346692072,169.61491545943295,3,1,0,0,DSL,0,3.142325810444662,0
CUST01466,46.0,Month-to-Month,Bank Transfer,1,0,25.7328802758394,1106.0024915652243,1,0,1,1,No,6,19.122579148198486,0
CUST01467,28.0,One Year,Credit Card,1,0,26.795313893004018,771.5338097772899,6,1,1,1,No,5,8.425992337169161,0
CUST01468,56.0,Two Year,Mailed Check,0,0,18.0,1042.6151127988655,5,0,1,0,No,6,56.05719682191028,0
CUST01469,5.0,Two Year,Electronic Check,1,1,37.53747638665,101.4919355510149,4,1,1,0,DSL,1,5.017923613591987,0
CUST01470,65.0,Month-to-Month,Mailed Check,0,0,36.11253900612447,2316.626171197754,6,1,0,1,Fiber Optic,6,13.778233625936766,1
CUST01471,51.0,One Year,Bank Transfer,1,0,18.0,955.5503906930219,1,1,0,1,Fiber Optic,4,0.05351590819107658,0
CUST01472,33.0,Two Year,Electronic Check,0,0,18.0,586.816223272285,4,0,1,1,No,1,21.707251761839526,0
CUST01473,15.0,One Year,Credit Card,0,1,18.0,272.762468770206,6,0,1,0,Fiber Optic,2,9.909886486007585,0
CUST01474,71.0,Month-to-Month,Mailed Check,1,1,23.38501184584627,1705.9679642953279,3,1,0,1,DSL,0,3.4452608942261227,0
CUST01475,22.0,Month-to-Month,Bank Transfer,1,0,18.0,390.593700810301,6,0,1,1,DSL,5,3.7941215137858912,1
CUST01476,36.0,One Year,Credit Card,1,0,18.0,667.215111363818,6,1,1,1,Fiber Optic,4,3.44885643367387,0
CUST01477,29.0,Month-to-Month,Mailed Check,1,0,18.0,467.9544531509641,6,0,0,0,Fiber Optic,2,5.531353233773529,0
CUST01478,17.0,Month-to-Month,Bank Transfer,1,0,,391.0053196365619,1,1,0,1,Fiber Optic,0,4.447745463416903,0
CUST01479,30.0,Month-to-Month,Mailed Check,1,0,22.086121139715363,595.6416170258037,2,0,0,0,No,4,16.687106578474328,0
CUST01480,11.0,One Year,Credit Card,1,0,27.32148036370726,235.69845834805224,5,1,0,1,Fiber Optic,5,5.102098467581496,0
CUST01481,1.0,Month-to-Month,Credit Card,1,0,25.468653945254164,0.2970033197263895,3,1,1,1,Fiber Optic,4,3.8973690368546072,1
CUST01482,21.0,Two Year,Mailed Check,1,0,26.03099880051338,574.0924190811573,5,1,0,1,Fiber Optic,2,20.73849052592773,0
CUST01483,9.0,One Year,Electronic Check,0,0,23.73273230884611,216.21862458132094,1,0,1,1,Fiber Optic,4,5.887901636395252,0
CUST01484,30.0,Two Year,Credit Card,0,1,18.0,500.5366271592155,4,0,1,1,DSL,0,8.45585180417285,0
CUST01485,63.0,Two Year,Credit Card,0,1,30.255845110216512,1949.9923943244348,6,0,0,0,Fiber Optic,4,1.0559547886132148,0
CUST01486,12.0,Month-to-Month,Bank Transfer,1,0,18.0,231.937534402073,2,0,1,1,DSL,5,34.46468720969859,1
CUST01487,1.0,One Year,Credit Card,1,0,18.0,70.25276551836019,5,0,0,1,Fiber Optic,3,29.317018402533378,0
CUST01488,8.0,Month-to-Month,Mailed Check,0,0,18.0,99.46299321719808,1,0,0,1,Fiber Optic,2,3.052307408895631,0
CUST01489,37.0,Two Year,Mailed Check,0,1,21.790588883996367,877.966175521158,2,1,0,0,Fiber Optic,3,8.518166986513576,0
CUST01490,20.0,Month-to-Month,Mailed Check,0,0,18.0,439.09601725034327,2,1,1,0,Fiber Optic,7,3.180774184331784,0
CUST01491,36.0,One Year,Electronic Check,1,0,28.2335005344113,1061.987540860595,2,0,1,0,DSL,3,12.558777538374056,0
CUST01492,3.0,Two Year,Mailed Check,0,0,30.880001423333162,117.03351813545524,3,1,0,1,No,2,4.253879195370016,0
CUST01493,24.0,Month-to-Month,Bank Transfer,1,0,18.0,456.82178488522527,6,0,1,0,Fiber Optic,6,21.06465842383236,1
CUST01494,30.0,Two Year,Electronic Check,1,0,23.35246149860126,717.107161858664,1,0,0,0,DSL,9,13.954450478403533,1
CUST01495,32.0,Month-to-Month,Electronic Check,1,0,18.0,507.3420364732661,3,0,0,1,Fiber Optic,4,1.6537967592947875,1
CUST01496,40.0,Month-to-Month,Bank Transfer,1,0,32.19493799161928,1257.8646873036057,1,1,1,0,Fiber Optic,7,7.275741884706445,0
CUST01497,57.0,Month-to-Month,Credit Card,1,1,18.001896576938258,1020.9064300235376,4,0,1,1,DSL,5,5.528136060086853,0
CUST01498,34.0,Month-to-Month,Credit Card,1,0,18.0,560.4809090449028,4,0,1,1,No,2,5.2589255248739,1
CUST01499,61.0,One Year,Electronic Check,1,0,18.0,1169.7433019412235,1,0,1,0,Fiber Optic,8,29.14918285296149,0
CUST01500,39.0,Two Year,Credit Card,1,0,18.61725178901007,751.0904150833085,2,1,0,1,DSL,4,11.076656667625992,0
CUST01501,19.0,Month-to-Month,Electronic Check,1,0,18.0,431.11740737054816,2,1,1,1,Fiber Optic,3,18.747841164147037,0
CUST01502,17.0,One Year,Electronic Check,1,0,18.0,345.5070148587477,1,1,0,1,DSL,5,2.100423261966513,0
CUST01503,24.0,Two Year,Bank Transfer,0,0,22.78944149051038,477.1109805519435,3,1,0,0,Fiber Optic,0,19.682007657323787,0
CUST01504,44.0,One Year,Mailed Check,1,0,34.53866280838259,1585.0499725956795,2,0,0,1,Fiber Optic,6,3.7373669970590138,0
CUST01505,18.0,Month-to-Month,Credit Card,1,1,30.917084817346133,533.9748507807299,2,1,1,1,DSL,7,5.744325350057327,1
CUST01506,66.0,Two Year,Electronic Check,1,0,18.0,1256.226624570627,6,1,1,0,No,7,17.248258185579175,0
CUST01507,35.0,Month-to-Month,Electronic Check,0,0,22.948256569082968,878.5932957539726,2,1,0,0,DSL,3,1.9324979933604745,0
CUST01508,63.0,One Year,Mailed Check,1,0,30.208457993624698,1970.7173952900284,2,0,0,0,DSL,7,28.28092689365175,0
CUST01509,50.0,One Year,Electronic Check,1,1,18.0,953.6698160932729,3,0,0,1,DSL,4,21.86996665247422,1
CUST01510,25.0,One Year,Electronic Check,1,0,24.88297667090951,643.7436673721829,6,1,0,1,Fiber Optic,2,0.5190129039841237,0
CUST01511,17.0,Month-to-Month,Electronic Check,1,0,18.4410960076328,312.9824765184656,2,0,0,1,Fiber Optic,0,0.9963240310571219,0
CUST01512,54.0,Month-to-Month,Electronic Check,0,0,19.229563618167656,1132.6513808904833,4,0,0,1,Fiber Optic,5,10.384368448934257,0
CUST01513,24.0,One Year,Bank Transfer,0,0,18.0,445.6190411254457,6,1,0,0,Fiber Optic,0,10.52897609801397,0
CUST01514,18.0,Month-to-Month,Electronic Check,1,0,34.18020884110196,595.9797607730352,6,1,1,1,No,9,16.30483807137854,1
CUST01515,67.0,Month-to-Month,Bank Transfer,0,0,35.12625127036069,2375.5545464044576,4,1,0,0,Fiber Optic,2,29.313924723407826,0
CUST01516,35.0,One Year,Bank Transfer,1,0,18.0,687.4416051974765,5,1,1,0,Fiber Optic,1,8.52504059841602,0
CUST01517,4.0,One Year,Mailed Check,0,0,31.32295767421401,180.8923805263189,1,1,1,0,Fiber Optic,3,2.681804355938736,0
CUST01518,36.0,Month-to-Month,Mailed Check,1,0,18.0,593.6950025868101,5,0,0,1,Fiber Optic,3,19.180512108325367,0
CUST01519,34.0,Month-to-Month,Bank Transfer,1,0,,816.7425595370296,2,0,0,1,No,7,13.6625239201128,0
CUST01520,63.0,Two Year,Credit Card,1,1,18.0,1168.4668885986707,2,1,1,0,Fiber Optic,5,30.95990588150579,1
CUST01521,52.0,Month-to-Month,Electronic Check,1,0,18.0,918.7265416089185,3,0,1,1,No,0,6.054687738982287,0
CUST01522,14.0,Month-to-Month,Credit Card,1,0,18.0,210.7782117143086,5,1,1,1,No,4,44.11500327039825,0
CUST01523,11.0,Month-to-Month,Electronic Check,1,0,18.0,269.50434343652,3,1,0,1,Fiber Optic,3,2.3138942472474264,0
CUST01524,44.0,Month-to-Month,Mailed Check,0,0,34.29626680856273,1585.4775242868516,2,1,0,0,Fiber Optic,5,4.018204110409167,0
CUST01525,4.0,Two Year,Mailed Check,0,0,18.8245756470315,153.78687767447292,5,0,1,1,No,6,12.938364576309773,0
CUST01526,23.0,Month-to-Month,Electronic Check,0,1,18.0,348.60395895868004,4,1,0,0,Fiber Optic,9,4.069581282545178,1
CUST01527,10.0,Month-to-Month,Electronic Check,1,0,22.39741953006596,213.49338284999857,5,0,0,1,DSL,8,10.31207798372354,1
CUST01528,2.0,Month-to-Month,Electronic Check,1,0,18.0,38.847991486460664,4,0,0,0,DSL,4,26.453776682756835,1
CUST01529,67.0,Month-to-Month,Electronic Check,0,0,,2324.798192809567,4,0,1,0,No,3,8.40005392479481,0
CUST01530,7.0,Month-to-Month,Bank Transfer,1,0,18.0,166.37938834100765,1,1,0,1,No,6,12.67340470308098,0
CUST01531,1.0,Two Year,Electronic Check,0,0,18.0,6.807913838528295,3,0,1,1,DSL,2,17.54330223760348,0
CUST01532,68.0,One Year,Credit Card,0,0,18.816843836870028,1287.6449941037026,1,0,0,0,Fiber Optic,2,14.179890631453437,0
CUST01533,14.0,Month-to-Month,Credit Card,0,0,31.68312408811243,479.2534851230524,2,1,1,0,DSL,9,15.855985991583616,0
CUST01534,59.0,Month-to-Month,Electronic Check,1,0,28.584789494655546,1723.8867767985269,5,1,1,0,No,4,11.326925364498328,0
CUST01535,3.0,Month-to-Month,Electronic Check,0,0,24.257571503742458,156.79863414548527,1,1,1,1,DSL,7,10.171277192507505,1
CUST01536,12.0,Month-to-Month,Mailed Check,1,0,46.86233902276314,635.1742309964534,2,0,0,1,DSL,6,18.435249124478364,1
CUST01537,8.0,One Year,Credit Card,1,0,50.22283506265979,464.1360735152879,1,1,1,0,Fiber Optic,3,4.156537114790259,0
CUST01538,51.0,Month-to-Month,Mailed Check,1,0,25.105822874966695,1242.1867821618246,3,0,1,0,DSL,1,1.543506911288086,0
CUST01539,45.0,One Year,Electronic Check,0,0,18.498713815988804,797.2979496475999,3,0,1,0,DSL,5,31.236559870116878,0
CUST01540,35.0,Two Year,Credit Card,1,0,18.0,580.4625899087597,5,1,1,0,Fiber Optic,9,11.667902127330503,0
CUST01541,18.0,Month-to-Month,Mailed Check,1,0,18.0,345.1578502000451,1,0,1,0,Fiber Optic,8,9.591190097530326,1
CUST01542,7.0,Two Year,Mailed Check,1,1,25.637865055565797,155.98659791080837,1,0,0,0,Fiber Optic,8,6.957172793465862,0
CUST01543,41.0,Month-to-Month,Credit Card,0,0,44.07313735403459,1836.7828001782495,3,1,0,1,DSL,3,33.2693465783943,0
CUST01544,17.0,Month-to-Month,Credit Card,0,0,18.0,343.0020351994151,1,1,1,0,DSL,7,3.257799967139939,1
CUST01545,43.0,Two Year,Mailed Check,1,0,18.0,786.3222573248781,1,0,1,0,No,2,12.7931965793646,0
CUST01546,50.0,Month-to-Month,Electronic Check,0,0,47.32891630808516,2411.798399214192,4,0,0,0,No,2,10.428655587254996,0
CUST01547,62.0,One Year,Mailed Check,1,0,25.89749459736091,1574.8598266351075,6,0,1,1,DSL,0,0.6446219014612533,0
CUST01548,36.0,One Year,Electronic Check,0,0,26.206925146883137,871.043309828341,1,0,0,1,No,3,1.5546586241226024,0
CUST01549,1.0,Month-to-Month,Mailed Check,1,0,18.0,0.0,2,1,1,0,No,2,19.736237622673663,0
CUST01550,21.0,Two Year,Electronic Check,1,0,30.531905678808727,684.5650223342825,6,1,0,1,No,0,30.26690969198236,0
CUST01551,62.0,Month-to-Month,Bank Transfer,1,1,40.13691465688035,2582.0244157144652,4,1,1,1,No,8,3.3022028637036174,0
CUST01552,39.0,Two Year,Bank Transfer,1,0,22.999051562218266,972.4935305376089,2,0,1,1,No,2,39.69450495142684,0
CUST01553,45.0,Month-to-Month,Credit Card,1,0,18.0,801.6479920690952,6,1,1,0,DSL,8,35.029875244020616,0
CUST01554,33.0,Month-to-Month,Credit Card,0,0,31.642292424175967,1093.9137319213578,4,0,0,1,DSL,6,11.490974726796997,1
CUST01555,12.0,Month-to-Month,Electronic Check,1,0,18.0,148.38230312189165,6,1,0,1,Fiber Optic,2,2.2695468107292536,0
CUST01556,65.0,Two Year,Electronic Check,1,0,18.0,1249.2192421469438,3,1,1,0,Fiber Optic,5,8.1953619902294,0
CUST01557,56.0,Month-to-Month,Mailed Check,1,0,,2101.9629482224,5,0,1,1,Fiber Optic,9,13.05577829963562,0
CUST01558,72.0,Two Year,Electronic Check,1,0,36.4372039020155,2664.9860389905343,3,0,1,0,Fiber Optic,7,18.194112896583047,0
CUST01559,62.0,Month-to-Month,Electronic Check,1,1,18.0,1022.4144560128377,4,1,1,1,Fiber Optic,9,5.1231750382353045,0
CUST01560,21.0,Month-to-Month,Bank Transfer,1,0,18.0,403.24187702071583,2,1,0,0,Fiber Optic,7,26.126857872616824,1
CUST01561,19.0,Month-to-Month,Mailed Check,0,0,18.0,436.40376209396544,2,1,0,0,Fiber Optic,3,6.290931157147197,0
CUST01562,18.0,Month-to-Month,Electronic Check,0,0,27.964746924006374,520.4098369494085,1,1,1,1,No,0,19.026539132063956,0
CUST01563,67.0,Two Year,Mailed Check,0,0,18.0,1203.7649414931502,3,0,1,1,No,0,0.3997920845636432,0
CUST01564,41.0,Month-to-Month,Credit Card,1,0,44.25751106494228,1804.1504080955635,2,1,0,1,No,0,8.143616945515395,0
CUST01565,33.0,One Year,Bank Transfer,0,0,18.0,560.3675576862886,3,0,1,1,DSL,7,1.0028635380059583,0
CUST01566,70.0,One Year,Electronic Check,0,0,25.494374359156083,1791.5245880638377,3,0,1,1,Fiber Optic,8,10.906358763433389,0
CUST01567,44.0,Month-to-Month,Mailed Check,1,0,18.0,733.6220515388809,4,1,1,1,Fiber Optic,0,3.320579986306809,0
CUST01568,66.0,One Year,Credit Card,0,0,28.760351562438125,1923.1678997293752,1,0,1,0,Fiber Optic,2,12.355986400108538,0
CUST01569,71.0,Two Year,Electronic Check,0,0,29.988287639291443,2187.147777715221,3,0,0,0,Fiber Optic,0,0.6900445708904182,0
CUST01570,6.0,One Year,Bank Transfer,0,1,,89.00652716427449,6,0,1,1,DSL,9,35.964911985210996,1
CUST01571,27.0,Month-to-Month,Bank Transfer,0,0,18.0,507.6788111353391,1,1,1,0,Fiber Optic,6,2.2241016104125286,0
CUST01572,53.0,One Year,Bank Transfer,0,0,18.0,953.3046908004355,6,1,1,1,No,5,66.35859763973149,0
CUST01573,59.0,One Year,Electronic Check,0,0,18.0,1084.2457353524192,1,1,1,0,Fiber Optic,8,13.801229973887324,0
CUST01574,11.0,Month-to-Month,Credit Card,0,0,38.07370714827975,466.8283726257519,6,1,1,1,Fiber Optic,8,10.55176041802299,0
CUST01575,23.0,One Year,Electronic Check,1,0,18.0,437.23225894985706,3,0,1,0,Fiber Optic,0,22.24186996461717,0
CUST01576,40.0,Month-to-Month,Electronic Check,1,0,35.72276576742476,1474.4305708114625,5,0,0,1,DSL,5,13.281366676399287,0
CUST01577,58.0,One Year,Electronic Check,1,0,27.26995260501895,1610.246652647295,6,1,1,0,Fiber Optic,7,15.412784764316438,0
CUST01578,9.0,Two Year,Mailed Check,1,0,18.380839611491705,211.09015606058284,5,0,0,1,Fiber Optic,6,12.567774528572254,0
CUST01579,44.0,Two Year,Electronic Check,1,0,31.345245488281073,1397.5055509956796,5,1,0,0,DSL,7,30.644265993226966,1
CUST01580,22.0,Two Year,Bank Transfer,1,0,18.0,415.06561434091134,1,0,1,0,No,1,12.747353325771073,0
CUST01581,16.0,One Year,Credit Card,1,0,19.074617250439754,342.2794366800941,2,0,1,1,DSL,2,28.563329879354235,0
CUST01582,38.0,One Year,Electronic Check,0,0,18.0,682.88137129304,6,1,0,1,Fiber Optic,9,14.794946582993445,1
CUST01583,30.0,Month-to-Month,Credit Card,0,0,23.396255052218514,726.8826933736425,6,0,0,1,Fiber Optic,1,2.3713029585010617,0
CUST01584,46.0,Month-to-Month,Credit Card,0,0,18.0,785.9312740481146,2,1,1,0,No,3,2.581185286800495,0
CUST01585,23.0,Month-to-Month,Electronic Check,1,0,25.89976492887492,507.5628194742823,4,0,0,0,Fiber Optic,9,1.044333550457509,1
CUST01586,60.0,Month-to-Month,Bank Transfer,1,0,25.142295902704486,1515.6339491410467,3,0,0,0,Fiber Optic,6,30.65198560454847,0
CUST01587,6.0,Two Year,Credit Card,0,0,22.081314930857715,95.01813080280432,6,0,1,1,DSL,1,21.7064701021437,0
CUST01588,63.0,Two Year,Credit Card,0,0,22.675759108397433,1527.5488326072946,6,1,0,1,DSL,7,1.562415803522744,0
CUST01589,3.0,Month-to-Month,Mailed Check,1,0,33.600409365584966,63.18632576400374,5,0,0,1,Fiber Optic,3,1.6664924559869396,0
CUST01590,53.0,Month-to-Month,Credit Card,1,0,18.0,994.5711473205185,5,1,1,1,No,8,7.312774551562899,0
CUST01591,25.0,One Year,Bank Transfer,0,0,27.640479524122295,657.7746959129756,4,0,1,1,Fiber Optic,2,15.664918233509082,0
CUST01592,28.0,Month-to-Month,Electronic Check,1,0,18.0,505.067973345348,6,0,0,1,Fiber Optic,8,0.5520079349762343,0
CUST01593,2.0,Two Year,Electronic Check,1,0,18.0,0.0,6,1,1,0,Fiber Optic,2,17.623960678717083,0
CUST01594,51.0,Two Year,Mailed Check,1,1,49.58694467498363,2470.6651602511806,3,0,0,1,Fiber Optic,0,3.386919528093427,0
CUST01595,12.0,Month-to-Month,Mailed Check,1,0,18.0,232.49111424248557,3,0,1,1,DSL,4,5.1080466998533804,0
CUST01596,48.0,Month-to-Month,Electronic Check,1,0,18.27941875582059,859.7534690562426,3,1,1,1,No,1,38.14430096108204,0
CUST01597,53.0,Month-to-Month,Electronic Check,0,1,18.0,993.3134477870827,5,0,1,1,DSL,2,4.4292551709296095,1
CUST01598,61.0,Month-to-Month,Credit Card,1,0,18.183176086945146,1173.7479826452486,6,1,1,1,DSL,8,10.96708420919235,0
CUST01599,51.0,Month-to-Month,Bank Transfer,1,1,28.101932548948753,1355.6653266332976,2,0,0,1,Fiber Optic,2,13.334351138927625,0
CUST01600,22.0,Month-to-Month,Electronic Check,1,0,28.641675319262472,684.7540097320921,3,1,0,0,DSL,4,18.149870022606954,0
CUST01601,54.0,Month-to-Month,Electronic Check,1,0,18.0,923.9345520943245,6,1,0,0,Fiber Optic,8,11.230595637329873,0
CUST01602,60.0,Month-to-Month,Electronic Check,1,0,18.345237584295912,1084.0611726545956,2,0,1,1,Fiber Optic,3,8.799402896112564,0
CUST01603,23.0,Month-to-Month,Electronic Check,0,0,30.531333377221962,632.1270567447244,5,0,1,1,DSL,3,10.891857721498209,0
CUST01604,9.0,One Year,Bank Transfer,0,0,23.578231059354287,143.6043758202917,5,0,0,1,Fiber Optic,2,16.870425843789434,0
CUST01605,65.0,Month-to-Month,Electronic Check,1,0,26.923819851044403,1652.7885988829019,2,0,1,1,Fiber Optic,4,13.750396404639917,0
CUST01606,11.0,Two Year,Credit Card,0,0,31.406398690350702,325.2461934275726,2,1,0,1,Fiber Optic,6,3.4565774472978985,0
CUST01607,43.0,Month-to-Month,Electronic Check,1,0,23.365148248046943,1007.7628470484501,4,0,0,1,No,3,2.3595574841991955,0
CUST01608,18.0,Month-to-Month,Electronic Check,1,1,45.88373257791418,807.3333220469407,5,0,0,1,No,6,5.193413978713128,1
CUST01609,10.0,Month-to-Month,Credit Card,0,1,20.602796820931108,116.49598002588176,1,0,0,1,DSL,0,5.4162242183913465,0
CUST01610,56.0,One Year,Mailed Check,0,0,30.41777654518917,1605.5475926122679,6,0,1,1,No,3,23.46706164377803,0
CUST01611,11.0,Month-to-Month,Mailed Check,1,0,35.95179569267453,395.9755270169981,4,0,0,1,Fiber Optic,4,0.9756278817269697,1
CUST01612,49.0,Month-to-Month,Electronic Check,0,0,18.0,921.4514017488187,1,0,1,1,Fiber Optic,1,18.135304943514416,0
CUST01613,50.0,Month-to-Month,Bank Transfer,0,0,31.613565678269175,1593.0676839029686,5,0,1,1,Fiber Optic,6,50.34949122499347,0
CUST01614,5.0,Two Year,Mailed Check,1,1,18.0,183.39531507288262,4,1,1,0,Fiber Optic,8,12.194160690380913,1
CUST01615,13.0,Month-to-Month,Credit Card,0,0,18.0,232.09409992954303,3,0,0,1,No,1,17.258256026565558,0
CUST01616,58.0,Month-to-Month,Bank Transfer,1,0,18.633595501024043,1096.520135421362,2,0,0,0,DSL,3,10.838317081823796,0
CUST01617,37.0,Two Year,Credit Card,1,0,22.425325238743778,828.6864424143756,5,1,1,1,DSL,9,4.334770212219556,0
CUST01618,9.0,Month-to-Month,Bank Transfer,1,0,18.0,122.9235983637272,3,0,1,1,Fiber Optic,4,8.047081045818965,0
CUST01619,72.0,Month-to-Month,Bank Transfer,1,1,25.403254611037006,1820.8223472605819,5,0,0,0,Fiber Optic,9,11.621016954158051,1
CUST01620,20.0,Two Year,Bank Transfer,0,1,18.0,401.92531453223165,5,1,1,0,No,5,2.410824384363296,0
CUST01621,1.0,Month-to-Month,Mailed Check,1,0,40.57267146560808,84.45110223355022,6,1,1,0,No,7,4.1717997614857145,1
CUST01622,67.0,Month-to-Month,Bank Transfer,1,0,18.0,1223.8782202445127,6,0,1,1,Fiber Optic,3,22.04471523230255,0
CUST01623,2.0,Month-to-Month,Bank Transfer,1,1,42.84733759065634,164.80810374477954,6,1,1,0,Fiber Optic,6,58.046623501341955,1
CUST01624,40.0,Month-to-Month,Electronic Check,0,0,30.801982778051073,1254.953655603479,4,1,1,1,Fiber Optic,3,5.784079185029883,0
CUST01625,72.0,Two Year,Bank Transfer,0,0,19.497628834092065,1420.1669886634866,2,0,1,0,DSL,1,4.3990167194133605,0
CUST01626,42.0,One Year,Electronic Check,0,0,39.10492217609852,1717.516757869662,1,0,1,1,DSL,6,13.712729215180701,0
CUST01627,43.0,One Year,Mailed Check,0,0,48.83799450221619,2064.2822509545376,2,0,0,1,No,5,6.868180483791436,0
CUST01628,28.0,Month-to-Month,Electronic Check,0,0,21.84176899397519,682.9711120057806,3,0,1,1,DSL,3,7.386608789570661,0
CUST01629,10.0,One Year,Electronic Check,1,1,18.0,131.3027164223206,2,0,0,0,DSL,4,2.6295907400345424,0
CUST01630,42.0,One Year,Electronic Check,0,1,26.4347685081766,1096.9591774820383,5,0,1,1,DSL,8,35.68149419515673,0
CUST01631,65.0,Month-to-Month,Electronic Check,0,0,18.0,1078.1792655294794,3,0,1,1,DSL,1,2.267678587406132,0
CUST01632,7.0,Two Year,Electronic Check,1,1,18.0,138.56209034637257,6,0,0,0,DSL,9,59.82934713941515,1
CUST01633,64.0,One Year,Electronic Check,1,0,39.60309165158742,2600.878247414652,1,1,0,1,DSL,7,1.4060480310413621,0
CUST01634,30.0,One Year,Mailed Check,0,0,28.57790088134302,810.4466189589225,1,1,1,1,Fiber Optic,8,26.74175425421447,0
CUST01635,39.0,Month-to-Month,Mailed Check,0,0,18.0,687.8592369578249,3,1,0,1,No,2,48.99163903865747,0
CUST01636,12.0,Month-to-Month,Credit Card,1,0,72.02570949097853,853.225997232051,2,1,1,0,No,7,18.249649551809952,0
